;ID;Sand %;Clay %;Silt %;pH;EC mS/cm;O.M. %;CACO3 %;N_NO3 ppm;P ppm;K ppm ;Mg ppm;Fe ppm;Zn ppm;Mn ppm;Cu ppm;B ppm;Adequação MILHO;;;;
;781;20;34;46;7,8;0,388;2,66;36,3;10,35;3,68;622;425;12,59;0,371;5,44;5,717;0,3;Baixa;;;;
;782;40,83703882;31,30067692;27,86228426;5,305690108;0,004665538;1,800761843;39,4081979;9,263027232;6,573981819;112,9193824;615,4791424;34,01431023;0,350082938;4,345938753;0,80665893;0,499518864;Baixa;;;;
;783;42,51076477;42,67524651;14,81398872;5,277323338;0,583247057;1,525486213;15,92183626;19,51856288;28,09710634;43,48879012;1674,928227;51,97882094;0,325310519;3,152044398;2,476638996;0,389671927;Baixa;;;;
;784;10,80733661;47,21677258;41,97589081;5,49110738;1,352428647;0,890193954;47,07040311;16,77117166;10,81839735;42,14818777;1497,743348;68,02892266;0,460459066;4,841554474;3,030073619;0,137023994;Baixa;;;;
;785;28,51000823;23,77254151;47,71745025;7,164365059;0,124919319;2,378746011;6,479064087;16,94884456;10,47261356;40,86864344;1868,102993;7,288752901;0,682747776;28,8154834;2,747621667;0,801836105;Baixa;;;;
;786;12,09166645;35,20496245;52,70337111;5,781901807;0,428388607;1,272984116;29,44612559;8,034140074;10,062796;93,03806803;1426,529974;86,70897623;0,777148482;16,46173034;3,272513613;0,106207981;Baixa;;;;
;787;26,19075381;14,03277964;59,77646655;7,526893955;3,747746814;2,689222763;50,7536008;8,571817014;6,594328031;87,83453313;920,9125235;64,77714717;0,397724082;27,2602924;0,232706424;0,484289278;Baixa;;;;
;788;41,5382615;38,06680835;20,39493015;6,039641418;0,373848462;1,989713363;47,74868948;14,52347653;9,062009739;77,20301377;1634,557036;80,58824563;0,669967943;23,03445325;3,160220013;0,382055811;Baixa;;;;
;789;47,19291835;24,96538005;27,8417016;7,765933136;1,300463551;0,583197902;32,94359801;3,352694558;5,700098295;47,4823312;1595,493642;50,77386997;0,247736439;3,621319297;1,208855996;0,339071311;Baixa;;;;
;790;26,65075405;43,42730337;29,92194258;8,03327831;2,997541535;2,000850498;47,38951345;18,00665135;2,144857181;86,1571771;1116,270058;76,91267191;0,722051587;11,60905294;0,424726934;0,851285047;Baixa;;;;
;791;31,20327142;44,19735729;24,59937129;5,035009783;0,063982713;0,911233506;25,38537768;20,71561734;1,609115358;59,30115282;316,7809168;62,02320779;0,635644813;25,44815738;3,164962929;0,436298645;Baixa;;;;
;792;16,39196886;42,86777215;40,74025899;5,075287431;2,245803439;1,936546339;34,29940061;13,15855863;15,81137352;106,1014696;63,84345724;86,28476083;0,476123622;23,44632436;0,41474541;0,659301634;Baixa;;;;
;793;39,82658091;23,90204309;36,271376;5,016132102;3,211265636;0,623964983;7,08136118;3,392419255;8,314318759;255,183074;984,9179876;28,3425098;0,138777778;24,95187095;0,389672324;0,341113596;Baixa;;;;
;794;53,31325861;7,363683216;39,32305817;7,484731771;5,560134895;1,863142899;50,35752398;14,14541529;3,247135143;54,12025282;1639,837944;5,872643168;0,233996512;33,3540376;0,405288125;0,762420443;Baixa;;;;
;795;21,63170856;13,26795441;65,10033703;5,231093158;0,096783276;1,546384692;39,78872805;19,93516442;3,276263802;38,7001615;592,1697723;31,13608551;0,576150889;2,837281572;3,326432993;0,367702498;Baixa;;;;
;796;48,35406011;38,14225251;13,50368738;8,157867072;4,090026167;0,819441169;44,83547016;7,606215141;6,58294302;80,71592457;1975,72342;87,49812965;0,539530892;29,83438464;3,696962564;0,496509429;Baixa;;;;
;797;14,63707969;43,79195287;41,57096744;7,797348504;5,358724881;1,408047369;29,08369473;11,7934059;2,693398878;95,06006968;916,2608623;40,07018966;0,830332178;19,90747312;2,772396398;0,34126041;Baixa;;;;
;798;39,45498794;28,03418971;32,51082235;5,294742107;4,81628979;0,668868852;48,90993919;23,3135634;4,15890216;36,30222095;1240,7492;6,48023988;0,673663305;29,16663109;2,079561348;0,381971933;Baixa;;;;
;799;62,55886875;14,44330891;22,99782234;5,084875182;0,084039555;1,975525177;43,27227682;19,81197377;1,805595649;74,40418172;639,9572571;83,36161832;0,178570753;20,08558322;0,351992893;0,329023012;Baixa;;;;
;800;58,08214149;22,95037558;18,96748292;5,051962185;0,076264941;0,766677878;14,53197234;2,906061158;2,229423562;100,8596571;1356,69481;13,26036568;0,187096597;17,1813284;1,906615417;0,102126803;Baixa;;;;
;801;45,08299764;38,1928085;16,72419386;7,041594014;0,051556383;2,096725261;38,31021631;16,17490635;7,166848383;117,9567817;1359,208321;69,71453356;0,272329803;14,80620883;2,491183097;0,789315753;Baixa;;;;
;802;14,91097543;33,65731392;51,43171065;5,639516607;2,133243571;0,594421688;36,10841559;16,88790104;10,99825939;48,22387883;106,9463292;44,9600264;0,258122331;27,00523596;3,399000988;0,615222932;Baixa;;;;
;803;29,65712638;48,53944715;21,80342647;5,016452832;4,437933871;1,019484705;29,41816642;6,545102895;4,011533526;297,3165016;611,8994886;72,2729747;0,368679841;3,278982813;0,428569626;0,199247844;Baixa;;;;
;804;60,43751427;23,03923867;16,52324706;7,640136611;0,062175276;1,156871716;19,35906736;7,596700711;5,31140201;104,9247599;483,1687793;66,62498645;0,927131693;3,691618173;3,613386549;0,222207311;Baixa;;;;
;805;19,44888555;20,72591584;59,82519861;7,494066333;2,009279606;1,467746637;22,48128715;3,852953177;9,818046465;54,10733882;988,8909093;65,61279161;0,153685534;3,792547317;2,373601526;0,840694058;Baixa;;;;
;806;41,33771449;19,92115352;38,74113199;5,011680945;2,92504901;1,44383128;41,32287898;3,010864839;10,66247834;109,6024417;139,4501632;22,74002389;1,130858805;4,635438236;0,512054915;0,151622182;Baixa;;;;
;807;38,91151637;26,91848546;34,16999817;5,489668597;4,603421037;0,48738177;47,07428538;1,751565551;4,164576416;105,4958778;1703,603181;7,727576523;0,584347109;3,82679587;2,808017232;0,127826424;Baixa;;;;
;808;46,54516857;18,91934009;34,53549134;5,39417487;3,917618418;1,171834709;4,759069416;13,97789243;2,091540084;36,231895;102,2048793;77,31290622;0,332918078;24,44914109;0,491975266;0,486152439;Baixa;;;;
;809;21,69547791;60,36207473;17,94244736;7,807790943;5,467467357;1,530588579;21,38425959;17,87317285;3,742721742;79,15895992;1073,678833;61,59563058;0,63118418;20,98970999;0,44091739;0,141367686;Baixa;;;;
;810;35,53941976;29,00451482;35,45606543;6,6967719;4,004783469;1,341813398;8,710029346;4,591085049;11,73562043;109,0101871;965,201374;47,17422692;0,272618865;3,409636512;2,419288088;0,310558229;Baixa;;;;
;811;50,72419453;33,72914669;15,54665878;5,347797515;0,057589436;0,713925127;47,62109843;11,17214975;4,043151123;40,61906062;866,5306247;15,31677124;0,71278774;3,713229227;0,439931253;0,499215773;Baixa;;;;
;812;65,31087119;12,79253555;21,89659327;5,226128503;2,792580366;1,908368741;11,2726102;19,16754295;8,460624239;114,6832369;163,2501265;21,08349916;0,909844355;37,3879575;2,796799307;0,347953125;Baixa;;;;
;813;44,57170282;15,86819822;39,56009896;6,173631581;5,036622124;1,995458763;7,187068304;7,412563539;1,956951558;75,97932665;139,8712488;59,7182476;0,97455157;4,278101248;0,47372989;0,65195435;Baixa;;;;
;814;19,84702786;36,73542631;43,41754583;7,092425827;0,002171183;1,313871061;21,25322735;10,94175681;2,664115834;38,98308222;819,6448289;47,85414732;0,555419967;3,544819965;0,411275491;0,188975529;Baixa;;;;
;815;16,99313675;29,29928714;53,70757611;7,583125151;0,193272464;2,840532734;42,23921599;19,94392149;5,63732673;68,07463317;1584,16571;24,8690104;0,915662792;16,87970305;2,9061159;0,45226335;Baixa;;;;
;816;51,2902551;5,39534459;43,31440031;6,529676908;1,410196664;2,72194427;10,14516836;14,32379556;3,240077815;35,44551312;1485,748801;57,67185557;0,123432839;4,0367775;0,22273365;0,624708584;Baixa;;;;
;817;22,67151717;60,40985777;16,91862506;6,974730631;0,032990603;1,417828411;47,19240806;14,44665345;30,12202137;87,58012627;698,201993;27,84569228;0,36302641;10,12848734;0,48246844;0,326343639;Baixa;;;;
;818;24,13318239;19,83989583;56,02692178;7,688987132;1,488196287;1,86311881;11,46472644;25,31505448;11,27439616;593,3704135;1582,195786;73,41183715;1,001274119;3,923470535;0,371178093;0,371906992;Baixa;;;;
;819;44,60633269;14,47210302;40,92156429;5,868407159;3,94352022;0,98656047;29,38644851;21,88716713;4,41771463;92,43997153;1050,157438;65,67902004;1,386192159;5,430607407;0,255810922;0,133005685;Baixa;;;;
;820;45,35363216;30,30382898;24,34253885;6,003025876;0,252874372;1,089024121;43,30153171;9,057938651;4,216333065;57,61135462;1403,013337;48,47378112;0,202906662;4,316334239;2,768985221;0,420428619;Baixa;;;;
;821;27,74761612;42,29785922;29,95452466;8,025359583;2,809190928;1,171541863;1,821619081;21,3540814;13,86704441;71,62829574;582,846655;85,49250589;1,409741112;4,555071906;0,370795808;0,168083069;Baixa;;;;
;822;39,18765514;47,7056808;13,10666406;7,04491283;4,857136857;2,612090533;38,91715487;9,390242567;5,725325146;80,44984297;1448,852238;6,204086779;1,397862562;35,82072647;3,264421771;0,629658254;Baixa;;;;
;823;45,61397915;15,51027122;38,87574964;8,083125164;4,779534013;0,85195641;18,63747375;15,13741406;4,745285882;91,49022191;1544,016267;13,75408956;0,737740177;15,57388425;2,691752603;0,13568288;Baixa;;;;
;824;32,12797746;48,23835647;19,63366607;6,736823283;0,659466247;0,434816289;8,416417531;22,59977694;1,471454984;75,24227738;1846,952418;41,31154284;0,4138193;12,54766409;1,122631987;0,281730988;Baixa;;;;
;825;21,14333489;38,65720232;40,19946279;5,12874822;3,224174894;1,754047001;52,06217516;1,519634413;5,958431731;102,8888765;396,7753751;11,96044029;0,594305822;9,408951363;2,052422766;0,245005956;Baixa;;;;
;826;64,17511882;11,47093086;24,35395033;6,725202095;3,75089031;3,474699946;20,61339244;0,883015306;7,973477258;70,34974597;1903,309073;64,85273101;0,8053687;2,976370554;0,465306655;0,418801366;Baixa;;;;
;827;19,91926063;61,29596315;18,78477622;5,794896183;0,641011617;1,641329041;18,60852192;5,721040095;24,44281812;96,95859915;125,8367099;48,39650238;0,831827323;24,02433491;2,460264355;0,291246069;Baixa;;;;
;828;50,69292596;33,16240521;16,14466883;4,996631362;0,038537646;0,944275144;16,13200099;16,75046897;4,311750287;106,6970821;1593,617915;81,023542;0,361830499;2,574114599;0,29525486;0,178288642;Baixa;;;;
;829;51,44670342;6,495549477;42,0577471;6,038050241;0,130512534;0,813864038;23,98575466;16,47484421;20,173158;35,1902166;90,96756655;85,9452362;0,214954976;2,994157406;0,322211276;0,30220982;Baixa;;;;
;830;26,99703567;55,0101185;17,99284583;7,860010268;1,484380078;0,907671483;22,47026118;16,76358183;9,298505077;85,48694759;1348,179045;29,46799451;0,826392741;31,22749672;2,674601998;0,346562264;Baixa;;;;
;831;19,47682295;18,34831365;62,1748634;5,243800179;0,029490187;1,729901762;35,91064276;17,55283276;4,400223589;72,40468769;450,9574481;73,66271876;0,620650226;28,58352141;2,454462612;0,456115354;Baixa;;;;
;832;31,76308275;17,78906656;50,44785069;5,229574396;0,108048047;0,893685404;35,29824947;5,930337565;8,06242858;73,49057315;1975,997882;21,18162324;0,621779291;30,1458332;0,325510859;0,332397419;Baixa;;;;
;833;16,59844276;37,84087584;45,5606814;7,169669486;3,371463478;1,600134567;19,03837291;13,9758581;10,95740268;93,49067413;268,5339543;81,47936487;1,093370795;9,551400535;2,702002837;0,437263439;Baixa;;;;
;834;15,32129128;25,80056685;58,87814187;5,281982393;0,22337354;1,479211967;27,47743311;14,86376265;1,472534651;71,75425357;182,9871796;27,07893545;0,891202482;30,0579317;2,773226821;0,553348165;Baixa;;;;
;835;36,53544242;31,61367978;31,85087781;6,280207363;1,072765874;1,221101579;51,75669855;13,94208087;11,20023495;53,26824721;130,4730782;26,445759;0,168098939;32,28855223;2,46882666;0,465061883;Baixa;;;;
;836;21,74085086;9,93142547;68,32772367;5,343617376;0,227512667;1,325163453;49,59586118;25,09611095;31,2766251;116,9142949;1258,627352;24,29068624;0,182508069;25,53009171;0,222269624;0,214284116;Baixa;;;;
;837;45,73876649;14,56799283;39,69324068;7,478680809;2,129436196;0,936505892;51,83062306;5,947341039;1,557211154;96,32331534;115,0125954;35,56067809;0,611880381;3,779722848;2,316945211;0,325953362;Baixa;;;;
;838;36,72778293;39,81543998;23,45677709;5,2442513;2,360664508;0,881242105;10,20726333;2,123427886;6,994949343;107,3263581;1036,077309;34,82795326;0,75173609;22,88204263;3,10615246;0,14900107;Baixa;;;;
;839;36,15058982;33,30299321;30,54641697;5,335025784;0,050728531;0,890793737;44,47242232;11,83564601;11,1028178;46,01895734;1876,46321;26,15840926;0,912045205;3,991219654;0,461237828;0,129341112;Baixa;;;;
;840;21,70614807;35,72281724;42,5710347;5,515239435;0,036342792;1,760016859;11,4752213;10,78716506;5,005731678;79,2584565;862,9033356;16,09786617;0,140846212;3,190879168;1,405639333;0,747428539;Baixa;;;;
;841;40,05121721;32,29610062;27,65268218;5,387972619;1,125101812;0,638145207;30,37733134;18,77623769;6,267008064;83,67001075;439,7663142;38,23625942;0,754858624;3,842229686;0,404833054;0,49207608;Baixa;;;;
;842;49,64868358;13,58176392;36,76955249;5,108914378;0,060341676;1,976857722;13,39955164;3,318075911;3,381510209;105,4599295;590,7563823;19,60222378;0,109630137;4,193544715;3,695375804;0,428446673;Baixa;;;;
;843;15,24368392;40,10044382;44,65587225;7,23949268;0,110747437;3,491170149;2,700537195;0,853516795;2,36423133;66,6295341;1354,626454;7,498913432;1,453596751;35,7597178;2,183863036;0,132777573;Baixa;;;;
;844;63,59400463;12,02125463;24,38474074;8,123734743;2,838582073;0,752428081;25,76243206;17,93391275;7,809879367;243,1967401;126,5992767;40,29700472;1,282381489;4,433302225;0,504565128;0,314782376;Baixa;;;;
;845;21,85792024;21,62790022;56,51417954;5,036013934;0,02464904;0,653155097;1,93971316;0,507067344;6,221266119;90,17698716;1009,849614;42,68115399;1,174085141;18,32840715;2,373801546;0,246227322;Baixa;;;;
;846;42,25400804;8,251391112;49,49460085;6,649014226;0,090761854;1,916948878;50,73562059;3,877590815;8,921442894;65,25880636;764,2583555;14,7100937;0,254621472;3,497792342;3,63817684;0,430371125;Baixa;;;;
;847;51,2347376;16,95407896;31,81118344;7,030219288;0,082642993;2,444116701;37,16965579;3,898792617;5,067225981;31,12740585;1271,375088;64,86645539;0,801040985;3,668066221;0,499883988;0,359411979;Baixa;;;;
;848;18,28289162;33,32422746;48,39288093;5,327899266;0,120922883;0,927443989;40,96534492;4,396940181;5,740217044;49,99184499;1868,25437;71,1378711;0,575214148;35,23262304;1,291874118;0,748070118;Baixa;;;;
;849;63,8072391;17,82869046;18,36407044;5,389264768;3,791039773;1,942946532;4,00781472;18,90855938;20,77552712;532,1269704;125,9853668;66,39376971;0,376987259;2,992630984;0,22135794;0,448530657;Baixa;;;;
;850;41,82207441;44,01553576;14,16238983;7,546866566;0,072629607;1,376244353;11,66551378;11,41683843;1,323328181;49,33780591;928,5311431;55,00699698;0,629229043;19,93440353;0,357757248;0,308274651;Baixa;;;;
;851;61,48584062;13,83610965;24,67804972;5,055284308;0,35190422;1,590903624;31,88035612;15,1388427;6,777781853;49,82964354;127,8064933;68,09277767;0,487104332;19,58985299;0,470271854;0,394597284;Baixa;;;;
;852;19,28164461;39,42770635;41,29064904;5,090926989;1,245811517;1,603473395;37,48224178;11,9265433;4,822901552;67,7794188;1390,50256;6,450728301;0,745232856;4,250572412;0,896054531;0,854489133;Baixa;;;;
;853;68,39881569;10,03378207;21,56740224;5,359164661;3,22063049;1,343529212;39,96354829;8,05657108;3,167443291;79,6209416;1560,239977;7,001010797;1,34539284;14,40123296;2,089056597;0,195737717;Baixa;;;;
;854;35,03341553;32,99781589;31,96876858;6,952924536;2,498498143;3,422117156;42,03132962;12,45178138;5,172454123;114,9613895;919,2449021;8,914845164;1,271507676;3,248883106;3,390224598;0,399001225;Baixa;;;;
;855;44,20891607;40,49358268;15,29750126;5,124466323;0,017325928;2,940758055;1,782812483;4,045012042;6,682198957;43,12070225;1288,974324;18,86928298;0,111064168;29,46371227;0,379264955;0,188413734;Baixa;;;;
;856;19,85501516;27,03335683;53,11162801;6,261077471;1,033446265;0,895257106;3,123166122;17,95003437;5,818410283;107,6443838;598,1030121;62,80236375;0,51287274;15,5583917;1,443966863;0,31160038;Baixa;;;;
;857;47,14426009;9,786175657;43,06956425;5,246236166;3,134680787;1,100624522;28,61518883;7,348809552;3,70189042;60,18037661;1899,315483;36,0930779;0,665203208;3,383859461;0,493042346;0,437953845;Baixa;;;;
;858;63,64929929;13,49733366;22,85336705;4,993982317;0,195052966;1,250421008;20,87784034;15,99710962;6,019206006;77,45637174;974,1132649;70,27651419;0,417146316;3,506729729;0,225247576;0,280312574;Baixa;;;;
;859;43,43659979;17,08511475;39,47828547;6,07510393;0,515380867;1,346958466;10,03394324;5,839024935;3,745856411;102,9450211;1203,242749;50,03888142;0,584821367;4,451901489;2,234255995;0,215231478;Baixa;;;;
;860;24,74749133;51,21600211;24,03650656;5,354711319;0,018792104;1,922391465;31,54929417;19,81934868;2,780022712;39,37725799;1528,21616;25,9668459;0,830667702;2,653074185;2,127221609;0,113098111;Baixa;;;;
;861;51,86617752;5,716367252;42,41745523;6,73266646;2,80274039;1,620620895;12,31247733;12,3510221;2,315279377;62,99361651;622,3383357;65,82649733;0,514202509;30,07907369;2,411206588;0,421684593;Baixa;;;;
;862;51,3377893;22,23758916;26,42462154;5,300922223;2,462320264;1,300448046;2,061988105;17,85819027;7,146632808;46,51789587;1330,735328;52,42613642;0,628717224;2,564178309;0,482905984;0,324815655;Baixa;;;;
;863;68,10865225;8,513747928;23,37759982;7,967340786;0,049403649;1,546942794;25,53239406;9,11925845;29,4300875;87,07387825;233,9992528;72,44100268;0,244728461;9,105297116;3,333926024;0,132617326;Baixa;;;;
;864;46,8229614;14,39009917;38,78693943;5,39921395;5,387185892;1,581645835;41,94536208;6,742211822;4,28903971;47,76197017;952,4051388;38,57277323;0,95961942;13,6291738;0,398535911;0,123395065;Baixa;;;;
;865;52,64441914;7,982202526;39,37337833;8,149881368;4,342636219;0,715490966;22,84238984;9,022189638;7,21773987;117,301907;1951,281887;33,03610697;0,415632216;4,980376453;0,321569256;0,439752587;Baixa;;;;
;866;42,78625781;18,58746396;38,62627823;7,116383237;5,064270639;0,983565747;27,21541446;8,121332746;5,322322382;34,36148513;1366,778013;7,442686054;0,496835977;4,348884169;0,360509783;0,344689438;Baixa;;;;
;867;13,25613569;40,18311484;46,56074947;5,340439653;1,457061662;1,434620235;32,69104336;3,428073729;6,513078387;75,61704848;1627,866361;47,90973963;0,109623243;28,74776248;0,309798215;0,410825251;Baixa;;;;
;868;49,05647295;12,29869046;38,64483659;5,486110188;0,086239839;0,487797755;27,62529984;13,21318891;1,401967915;111,2201663;1082,499543;77,09773839;0,592751675;30,44353717;2,279262641;0,352075013;Baixa;;;;
;869;14,58874932;69,80800416;15,60324652;7,892050273;5,396984617;1,198075402;1,925672757;10,14933642;7,915596515;109,5418441;108,0326519;19,03383661;0,389345555;2,813069349;0,463303401;0,103145007;Baixa;;;;
;870;40,74677366;25,09645295;34,15677339;5,005269229;1,720436288;1,542362768;33,54675825;0,264658948;5,146620845;45,51376504;1227,576906;14,41526417;0,631746734;21,59762343;3,527117131;0,218880422;Baixa;;;;
;871;63,44565641;18,96279846;17,59154513;6,716140768;4,428563872;0,574398584;44,12789085;7,507017664;1,972281764;96,85246251;988,0611572;36,5023472;0,285693262;37,54985728;0,485510573;0,421642834;Baixa;;;;
;872;26,77675665;54,27243764;18,95080571;6,987820494;0,60932632;0,554962826;31,97188297;14,25211554;4,775645031;81,9538163;574,4017589;21,7461077;0,745573107;3,353293742;3,154157756;0,339072191;Baixa;;;;
;873;37,85340511;28,04915934;34,09743555;5,198602003;2,086485093;0,910005145;47,84107075;12,05379457;3,98026373;55,00241519;1798,534926;15,0689547;0,129934792;27,09338514;0,478263504;0,401393324;Baixa;;;;
;874;21,74551392;11,00973517;67,24475091;6,545108627;0,06118666;1,427397545;13,16450928;8,19219674;2,054960878;36,40489051;1266,637504;63,36800326;0,865928794;3,243186144;3,100404;0,351977622;Baixa;;;;
;875;28,35139104;7,939173556;63,7094354;5,26019632;0,006019469;1,796759609;19,54736651;27,83654102;10,93287489;52,42962914;1003,383972;22,33548092;0,247736723;2,835776674;3,29450092;0,147851404;Baixa;;;;
;876;53,05394035;26,02977196;20,91628769;5,343454084;0,069868659;1,140205521;36,02689008;18,97855781;10,71620279;107,1938679;418,0179514;84,68537848;0,63316249;6,658605308;2,816476222;0,193077553;Baixa;;;;
;877;52,55847609;15,63456295;31,80696096;7,510079286;0,099830506;2,732630373;45,41691726;8,891270649;7,251051801;119,363069;144,6806252;71,01798909;0,421184728;4,138220062;0,313805584;0,431813744;Baixa;;;;
;878;60,34459539;16,20790488;23,44749974;5,114844962;4,32182624;0,641930123;32,73764691;6,08064391;27,81050293;442,0290131;1378,529388;32,9909399;0,969507751;23,67181268;3,112574653;0,781629436;Baixa;;;;
;879;39,54763306;44,60486314;15,8475038;6,33606383;0,097352095;0,494895371;26,56704178;12,56769198;3,056777715;64,57116889;1570,118805;67,59050106;0,725637774;20,57033323;2,871886413;0,207455596;Baixa;;;;
;880;20,33373207;46,13891139;33,52735654;5,046477218;0,003503575;1,90681706;1,811728301;14,21732628;4,784161568;31,56679929;1168,642096;65,63286525;0,745610815;2,559139781;2,984349774;0,269439314;Baixa;;;;
;881;24,64756672;31,47333168;43,87910161;5,747476035;4,446987834;1,643734296;1,260514129;23,47118599;11,32640332;64,58850691;516,0635501;15,10177003;0,911824861;29,43881406;2,040579913;0,292511546;Baixa;;;;
;882;18,53432715;42,41174467;39,05392818;8,178140223;0,061919938;0,901503194;6,323240613;2,776194934;8,903947404;104,8792824;1464,537603;61,61334133;0,71353855;23,52639839;2,274515179;0,283978303;Baixa;;;;
;883;17,59732427;10,1755632;72,22711252;7,812883738;0,036052129;0,974195793;26,66118528;18,79929343;7,567629086;69,60015432;1056,413315;73,48861355;0,690004884;3,77138794;0,289923385;0,378436709;Baixa;;;;
;884;48,49965592;10,33487052;41,16547357;6,115129047;0,028027363;1,598593494;12,46927325;6,807133492;6,607993811;33,12340654;1554,242073;7,214954688;0,917388113;16,36255134;0,288415488;0,45599488;Baixa;;;;
;885;34,32941042;36,47958421;29,19100537;5,386351037;0,532343133;0,534495736;16,78610781;15,12962584;30,37658045;53,6843408;332,4531979;52,81425113;1,16996137;3,105399491;0,424900814;0,344728751;Baixa;;;;
;886;26,85896566;14,27431226;58,86672208;7,332119266;0,113282357;1,355802736;9,128817692;9,402664537;23,338684;416,3458757;107,091324;35,08822716;0,312878253;23,54391967;0,39172081;0,626825459;Baixa;;;;
;887;35,24942383;33,94654293;30,80403323;6,557940353;0,005729506;1,950833423;38,54446895;4,352194646;5,263177614;68,29450134;1796,078625;43,5383527;0,213355822;3,286264402;2,808894143;0,184221256;Baixa;;;;
;888;28,63986538;11,77873139;59,58140323;6,689237701;0,130097305;1,914793004;15,14756852;27,75726134;9,731925351;76,65003617;1929,726821;82,05989471;0,210466855;3,800124691;2,529975776;0,791292496;Baixa;;;;
;889;17,48189553;46,65290964;35,86519483;7,50517571;0,015882054;1,240824054;34,1221814;14,94452325;8,484944107;265,1479261;1044,13621;16,04293315;0,508249793;3,15772463;2,487337871;0,415936845;Baixa;;;;
;890;62,40600757;20,64780569;16,94618675;5,148247527;0,024801157;1,772800489;0,319864277;14,03485692;5,337670524;36,63272038;973,1829061;83,22853694;0,396746098;33,11493581;0,303050633;0,342154125;Baixa;;;;
;891;49,27884454;12,15672298;38,56443248;5,351770971;0,071900888;1,299466841;5,963181432;4,641142496;18,246384;305,5446099;1297,763823;84,05841231;0,45826184;4,490046061;3,186277964;0,3245788;Baixa;;;;
;892;52,45899301;31,4325623;16,10844468;7,36716217;1,65059334;1,882419113;29,22399326;16,42647317;11,07477219;179,0744824;1251,876447;49,41291711;0,678480715;27,48055001;0,312613811;0,628981733;Baixa;;;;
;893;45,50318549;26,57667493;27,92013958;7,94125646;0,052027024;0,979160204;46,22390311;2,997777564;1,656407632;85,01247085;1722,862778;81,09453664;0,734024851;36,46368622;0,516452304;0,137280347;Baixa;;;;
;894;13,84189123;19,53093511;66,62717367;7,132558238;1,056380082;1,968586973;12,26869019;12,44031164;9,964205086;96,80176477;332,9325034;32,82861011;0,227496909;3,637680389;3,232501641;0,171634183;Baixa;;;;
;895;39,13371299;25,78741037;35,07887664;7,953324969;3,355373408;1,353351522;9,453603916;9,99208851;2,990075028;116,0174652;1662,69065;13,0968063;0,967950829;28,35127266;0,290586201;0,45085493;Baixa;;;;
;896;48,59673668;13,68060806;37,72265526;5,276867694;4,858373996;1,773585307;39,7158595;0,45955556;6,468160684;47,37197593;1661,141142;67,24327099;0,459583516;11,6244075;3,523155729;0,4300163;Baixa;;;;
;897;19,17610061;21,90957417;58,91432521;5,001596559;0,496214564;2,534920868;3,010887138;9,245140399;1,849034288;73,34484991;851,8043921;65,50132803;1,052443637;4,179437195;0,359420384;0,461732401;Baixa;;;;
;898;45,10262455;23,67106518;31,22631027;5,113884883;2,990015593;0,897547289;26,94052867;13,82380061;3,010860858;81,27299329;1611,146185;35,70671281;0,936594089;29,64972775;2,8016912;0,434175807;Baixa;;;;
;899;46,46406848;38,44438901;15,09154251;6,336740785;0,027300465;1,99524169;10,99112965;14,17615536;3,016688844;74,16778494;705,5942536;12,60406368;0,543392451;4,972519092;0,467645112;0,431217095;Baixa;;;;
;900;24,76384125;31,50917466;43,72698409;7,972734703;3,294404036;1,57237629;36,36774533;0,644054398;9,97362887;98,50622305;853,9934967;62,33953513;0,150920069;3,33452013;3,380926192;0,266664446;Baixa;;;;
;901;26,36694477;39,27254059;34,36051464;7,710507903;0,435734724;1,239947472;31,23311685;21,89109257;4,792602268;53,27017765;364,5496825;24,98068381;0,363624233;2,687789559;0,390089416;0,229075831;Baixa;;;;
;902;18,4737555;19,52273407;62,00351043;7,936695063;0,132987993;1,961496396;27,25461998;0,523459994;4,137474897;61,0210563;1115,841154;15,47538727;0,957023749;4,122626872;0,422439831;0,236280784;Baixa;;;;
;903;28,31612985;55,69071036;15,99315979;7,851089007;3,949716139;1,751551237;4,802097341;3,045640544;6,341353902;118,8724542;128,9723254;5,16375642;1,444301321;23,25480418;2,913640972;0,349750885;Baixa;;;;
